sqft,bedrooms,bathrooms,neighborhood,year_built,has_garden,floors,garage_capacity,condition,price
4223,2,2.0,Suburb,2006,1,2,2,3,779900.0
3367,2,2.5,Downtown,2019,1,2,3,3,1016000.0
2373,1,2.0,Suburb,1956,1,2,2,5,474200.0
4494,2,2.0,Urban,1968,0,3,0,4,977000.0
4091,1,3.5,Urban,1993,1,1,2,3,963400.0
2046,1,2.5,Urban,2012,1,1,2,3,569500.0
4519,3,2.5,Suburb,2014,1,1,1,5,913300.0
4639,4,2.5,Urban,1988,1,2,1,4,1126000.0
1159,2,1.0,Suburb,1975,0,1,2,3,249700.0
3176,2,2.5,Rural,1993,1,2,1,1,474500.0
3809,3,2.0,Waterfront,1961,0,1,1,1,1323900.0
3793,3,2.0,Rural,1971,0,1,0,3,517100.0
1762,3,2.0,Rural,1963,0,1,3,3,306000.0
4432,5,1.0,Downtown,1979,1,1,2,3,1222200.0
2627,5,1.5,Suburb,1993,0,2,0,3,559900.0
2413,5,4.0,Urban,1987,1,1,2,4,786700.0
2440,1,2.0,Suburb,2008,0,1,2,1,439100.0
3016,2,2.0,Suburb,1991,1,1,0,2,559300.0
1177,4,1.0,Suburb,2001,0,1,1,3,279100.0
1169,1,1.0,Suburb,2012,1,1,2,2,225000.0
2996,2,2.5,Suburb,2010,1,1,1,2,571400.0
4547,2,2.0,Urban,1983,1,2,2,3,1037900.0
1451,3,2.0,Urban,1988,0,1,1,4,444300.0
1569,3,1.5,Waterfront,1990,1,1,0,4,704600.0
3221,1,2.5,Rural,1986,1,2,3,4,538400.0
1580,3,1.5,Urban,2014,1,1,1,4,498700.0
2516,2,1.5,Urban,1981,0,1,2,4,642400.0
4783,3,2.0,Waterfront,1957,1,2,0,3,1657500.0
2111,5,2.0,Rural,1967,0,1,1,5,438000.0
4159,3,1.5,Urban,1994,1,2,1,2,934300.0
1322,2,2.5,Downtown,1982,1,1,0,3,506500.0
1321,1,2.5,Suburb,1954,0,2,1,3,292400.0
3120,4,3.0,Downtown,2023,1,3,0,5,1038600.0
1735,3,2.0,Rural,1985,1,1,2,5,419500.0
3030,2,1.0,Urban,1972,1,1,2,4,698000.0
4840,4,2.0,Waterfront,1989,0,1,0,3,1711100.0
4497,4,4.0,Urban,1954,1,1,2,3,1087000.0
3637,5,2.5,Suburb,1983,1,2,0,5,829800.0
4883,4,2.5,Rural,1973,0,2,1,4,732300.0
3261,2,1.0,Waterfront,1966,0,1,2,5,1131200.0
4043,2,2.0,Suburb,2020,1,2,1,3,740400.0
4159,3,1.0,Rural,1971,0,1,1,3,576200.0
1485,3,2.5,Urban,1964,1,2,0,4,475100.0
2960,3,3.5,Suburb,1964,0,2,2,2,580700.0
4788,4,4.0,Rural,1974,0,2,2,5,800700.0
4866,4,2.0,Suburb,2002,1,1,0,3,898600.0
2367,5,2.0,Rural,1970,1,2,1,5,475600.0
838,3,3.5,Urban,2015,1,1,2,3,386800.0
3344,1,2.5,Urban,1981,1,2,2,4,811700.0
2056,5,1.0,Urban,1970,1,1,0,3,532700.0
3790,1,2.0,Downtown,2017,0,1,1,3,1020000.0
2996,4,1.5,Downtown,1993,1,2,1,3,900900.0
4268,5,2.0,Urban,2015,0,2,2,5,1121200.0
3508,5,2.0,Rural,1963,1,1,2,4,587000.0
1101,2,2.5,Urban,1964,0,3,1,3,374900.0
1446,4,2.0,Suburb,1969,0,2,1,5,435100.0
2559,4,1.5,Urban,1983,1,2,3,3,681100.0
1397,5,2.0,Urban,1985,0,2,2,3,484000.0
1461,4,3.0,Suburb,1958,0,1,2,2,381200.0
2168,5,2.5,Waterfront,2020,1,2,1,4,1048700.0
3381,2,2.0,Rural,1979,1,1,2,3,496300.0
4668,5,3.5,Urban,2012,1,1,2,3,1162100.0
4337,4,3.5,Rural,1984,1,2,1,5,766100.0
1082,4,1.5,Waterfront,1962,0,2,3,4,599800.0
4478,5,1.0,Rural,1995,1,2,2,2,666300.0
2286,5,2.5,Rural,2005,0,2,2,4,463300.0
4882,5,3.0,Suburb,1958,1,2,2,5,986400.0
4983,3,4.0,Suburb,1985,1,1,1,2,927100.0
1260,4,3.0,Suburb,1952,1,3,0,4,413400.0
3125,4,2.5,Urban,1968,1,1,1,3,769400.0
4554,3,2.0,Suburb,1977,0,2,2,4,841500.0
3268,5,1.0,Rural,1972,1,2,1,3,551300.0
2524,2,1.5,Suburb,1956,1,2,2,4,525800.0
2176,5,2.0,Downtown,2025,0,1,0,1,716600.0
3543,5,2.5,Urban,1963,0,3,2,4,942400.0
1314,3,2.5,Urban,1995,1,2,2,1,466800.0
1502,4,2.5,Urban,1964,1,3,2,3,504400.0
2453,5,2.0,Suburb,2016,0,1,2,2,520900.0
2866,4,2.5,Rural,1964,1,2,3,4,520200.0
822,1,1.0,Suburb,2000,0,2,0,3,194300.0
3260,4,2.0,Downtown,1957,0,2,0,3,929300.0
2104,2,3.0,Waterfront,2018,1,3,0,3,955300.0
4100,2,2.5,Suburb,2011,0,1,2,4,791500.0
1161,5,4.0,Rural,2000,1,1,1,3,339900.0
4527,4,2.0,Rural,2012,0,1,2,4,706400.0
2084,5,2.0,Suburb,2017,0,1,1,2,477400.0
1314,3,2.0,Urban,1965,0,3,2,2,428100.0
1248,2,2.0,Rural,1973,1,1,2,3,241700.0
2655,5,3.0,Waterfront,1955,1,1,2,5,1188900.0
4362,3,2.5,Suburb,2006,1,1,2,2,834600.0
3320,5,3.0,Waterfront,1980,0,2,0,1,1321600.0
3881,4,1.5,Downtown,1955,1,1,1,2,1022000.0
2228,4,3.0,Downtown,1978,1,1,2,3,820100.0
4767,4,1.0,Urban,2016,1,1,1,3,1091800.0
1722,4,3.0,Urban,2024,1,1,3,4,631700.0
3937,1,2.0,Urban,1952,1,3,3,2,858400.0
2959,3,2.0,Urban,1977,0,1,2,2,695500.0
3347,3,2.0,Urban,2023,1,2,1,3,839400.0
3779,4,3.5,Waterfront,1997,1,3,2,3,1542000.0
3081,1,1.0,Urban,1959,1,2,1,4,663800.0
3449,4,2.0,Downtown,1982,0,3,1,2,1008200.0
1113,1,3.0,Downtown,2016,0,3,1,5,505000.0
3413,4,2.0,Suburb,2018,1,1,0,3,695000.0
3883,2,1.5,Rural,1961,0,2,1,4,558000.0
3056,2,2.0,Suburb,2006,0,1,1,3,569800.0
1837,5,2.0,Urban,1993,1,1,3,3,597600.0
4289,4,3.5,Downtown,1962,1,2,1,4,1298300.0
3434,3,3.0,Suburb,1973,1,2,3,4,692700.0
4783,5,2.0,Urban,1993,1,2,1,3,1157000.0
2578,2,4.0,Urban,2006,0,2,0,3,691300.0
4695,4,2.0,Rural,1965,1,1,2,3,684800.0
1924,5,1.0,Urban,1970,0,2,2,4,522800.0
1497,4,2.0,Downtown,2025,1,1,0,3,605300.0
2979,2,2.0,Suburb,2000,1,1,1,4,585000.0
2204,5,1.5,Urban,1970,0,2,1,3,606000.0
1843,2,3.5,Urban,2009,0,1,1,1,515700.0
2729,1,3.0,Suburb,2000,1,2,2,3,538400.0
1813,2,2.0,Rural,1970,0,2,2,2,299900.0
1026,4,2.5,Waterfront,1955,0,1,0,3,601400.0
2628,3,2.5,Suburb,2022,1,2,2,3,607300.0
2823,2,3.5,Suburb,2014,1,2,1,4,638400.0
3252,3,3.0,Suburb,2025,0,1,2,3,688800.0
2885,1,2.0,Urban,2007,1,1,2,4,704800.0
1880,5,3.0,Urban,1955,1,2,3,3,644900.0
3120,5,2.5,Urban,2014,0,1,1,5,904800.0
3990,3,2.5,Rural,1983,1,2,2,5,664000.0
3430,5,1.5,Downtown,2005,0,1,1,4,1047700.0
3363,2,1.5,Suburb,2024,1,2,2,4,671900.0
4092,3,2.0,Suburb,1952,1,3,1,3,768800.0
4386,4,2.0,Suburb,1991,1,1,1,4,854900.0
3747,2,1.0,Suburb,2011,1,2,2,5,733800.0
4759,2,2.5,Downtown,1955,0,2,0,1,1205400.0
3613,2,1.0,Waterfront,1955,0,2,2,3,1207900.0
3383,4,2.5,Suburb,2012,1,2,2,3,731100.0
961,1,2.0,Downtown,1969,1,2,2,3,352600.0
1393,5,4.0,Downtown,1970,0,2,1,3,669500.0
4059,3,2.0,Waterfront,1951,1,2,1,3,1428300.0
4955,1,1.0,Suburb,2005,0,2,3,3,865200.0
3762,3,2.5,Urban,1959,0,1,0,5,881200.0
4688,5,3.0,Suburb,2019,1,3,2,3,989800.0
4190,4,4.0,Downtown,1972,0,1,2,4,1274600.0
1463,2,2.0,Rural,1979,1,1,3,3,295300.0
1932,2,2.0,Urban,1986,0,1,2,3,506200.0
1341,4,3.5,Suburb,2004,0,1,2,3,407900.0
3774,1,1.5,Suburb,1998,1,1,0,3,668800.0
1667,1,2.5,Urban,1983,1,1,1,3,432600.0
2866,3,2.0,Downtown,1993,1,1,0,3,857700.0
1231,4,1.0,Urban,1971,1,2,2,3,378500.0
2006,1,2.0,Downtown,1980,0,1,2,3,579600.0
3328,4,2.0,Suburb,1956,1,1,2,3,679200.0
1969,5,2.5,Urban,1970,1,1,2,3,610500.0
1630,2,3.5,Suburb,1965,1,1,2,3,406500.0
2451,2,2.0,Rural,1969,0,1,0,2,368400.0
1936,2,3.0,Urban,1992,0,2,1,3,552400.0
3610,4,1.0,Urban,1993,1,3,0,1,831300.0
1275,4,2.0,Urban,1996,1,2,2,2,464400.0
3610,3,1.0,Urban,1968,1,2,0,3,780500.0
2126,2,3.5,Urban,1997,1,1,2,1,571400.0
1819,3,3.0,Rural,2018,0,1,2,3,384400.0
2636,2,2.5,Rural,1960,1,1,1,4,400300.0
3248,3,3.0,Urban,1978,1,2,0,2,824700.0
2083,3,2.5,Suburb,1994,1,1,1,3,490100.0
1459,5,4.0,Rural,2017,0,2,1,5,453300.0
2810,3,2.5,Suburb,1985,0,1,2,4,620500.0
1198,4,3.5,Urban,1997,0,1,0,3,482100.0
2533,3,2.0,Suburb,1964,1,3,2,5,582300.0
2925,2,1.5,Urban,1993,0,2,2,3,665600.0
2971,3,2.0,Urban,2016,0,2,0,2,714800.0
874,1,1.5,Suburb,2023,1,2,2,5,296100.0
4271,2,2.5,Downtown,1989,0,2,2,4,1202900.0
1636,1,2.0,Urban,1963,0,2,2,3,423500.0
1299,2,2.5,Urban,2012,0,3,0,4,428600.0
937,4,1.0,Urban,2000,0,1,0,4,364300.0
2897,4,1.5,Rural,2007,1,2,1,2,505700.0
4496,4,2.0,Urban,1964,1,2,1,3,1070100.0
2685,1,4.0,Suburb,2014,1,1,2,3,572400.0
3557,5,2.0,Waterfront,2004,1,2,2,5,1473200.0
4720,2,2.0,Downtown,2025,1,3,3,1,1256100.0
2700,4,2.5,Urban,1959,1,1,0,4,751700.0
3410,2,2.5,Suburb,1991,0,1,0,2,609800.0
4786,1,2.0,Suburb,1960,0,1,2,3,788700.0
2249,5,2.0,Suburb,1965,1,2,1,3,513600.0
1346,1,1.5,Suburb,2022,0,2,1,4,341900.0
2803,2,4.0,Suburb,1968,0,1,2,2,575200.0
2896,5,1.5,Urban,1980,1,2,0,3,724600.0
1503,5,2.0,Suburb,2022,1,1,2,3,474600.0
3203,1,1.0,Waterfront,2002,0,2,1,2,1058800.0
2425,4,1.5,Rural,1957,0,1,2,2,395600.0
4131,2,3.0,Waterfront,1973,0,1,2,4,1525700.0
3778,3,1.5,Waterfront,1957,1,2,0,3,1320000.0
3639,3,1.0,Urban,1997,0,1,3,2,831000.0
4184,1,2.0,Urban,1979,1,1,2,3,898400.0
3459,2,1.0,Suburb,2007,1,1,3,5,677200.0
2661,2,1.0,Urban,2004,1,1,1,1,610200.0
3656,1,3.0,Suburb,2022,0,1,2,3,689100.0
1485,2,3.0,Suburb,2011,0,3,1,2,394000.0
2419,4,3.5,Urban,1997,1,2,2,1,688700.0
2231,1,3.0,Suburb,1953,1,2,2,2,432100.0
1675,4,2.5,Urban,1986,0,3,1,3,543700.0
3261,2,1.0,Suburb,1957,1,1,3,4,624400.0
2165,1,3.0,Suburb,1950,0,1,1,3,424000.0
2043,2,3.0,Rural,2019,0,1,1,3,397300.0
962,1,3.0,Rural,1996,1,2,2,3,222000.0
2774,2,2.0,Suburb,2024,0,2,2,3,579200.0
4091,4,1.5,Rural,1954,1,1,1,3,583400.0
1069,4,3.0,Rural,1999,1,1,1,4,326300.0
1431,2,2.5,Downtown,1973,1,2,3,4,606000.0
1705,1,4.0,Rural,1996,1,2,2,4,344700.0
4271,3,1.5,Urban,1967,1,2,0,3,954500.0
4053,4,1.5,Suburb,1977,0,1,1,4,798900.0
2814,4,1.5,Downtown,1954,1,3,3,3,866500.0
2441,3,3.0,Suburb,1979,1,1,2,4,566600.0
1004,2,1.5,Suburb,1950,0,2,3,5,304800.0
1381,1,1.0,Urban,1995,0,3,1,1,286900.0
1640,2,4.0,Suburb,2018,0,3,2,3,483800.0
2519,5,1.0,Urban,1980,1,1,2,3,655500.0
3443,4,3.0,Rural,2019,1,1,1,4,654200.0
3097,5,2.0,Waterfront,2005,1,1,2,2,1254900.0
1674,4,3.0,Suburb,1977,1,1,2,5,476600.0
1489,4,2.5,Suburb,1965,1,2,1,3,417800.0
4800,5,3.5,Urban,2003,1,3,2,2,1227300.0
3941,5,3.5,Suburb,2002,1,1,2,1,821300.0
2222,2,1.0,Downtown,1961,1,1,2,4,673600.0
1471,5,1.0,Suburb,1969,1,1,2,2,344400.0
1971,2,2.0,Urban,1983,1,2,1,2,540300.0
4526,2,2.5,Rural,2002,1,3,1,3,731100.0
1743,2,3.0,Downtown,2013,1,1,2,3,626600.0
2249,4,2.0,Urban,1972,1,1,1,4,621100.0
4537,4,2.5,Suburb,1976,1,2,1,3,868900.0
3339,5,1.5,Rural,1966,1,2,2,4,568100.0
4759,4,3.0,Suburb,1997,1,1,0,5,977900.0
3161,5,4.0,Waterfront,1970,1,2,2,3,1387500.0
4452,4,2.0,Suburb,1999,1,3,1,4,897000.0
4470,1,2.0,Suburb,1989,0,2,1,5,801000.0
2553,1,1.0,Rural,1952,0,2,3,4,384400.0
3152,5,2.5,Suburb,1966,1,1,2,4,728400.0
2738,4,2.0,Urban,2010,1,2,2,3,791200.0
1170,4,1.5,Waterfront,1999,1,1,2,3,645100.0
2731,2,2.0,Urban,1955,0,1,2,3,645100.0
1224,3,2.0,Downtown,1977,0,1,2,4,501100.0
1694,5,2.0,Urban,2021,0,1,2,5,605900.0
1397,3,2.5,Rural,2004,0,1,3,1,313400.0
3862,3,1.0,Suburb,2007,1,2,0,2,716800.0
3136,5,3.0,Urban,1994,0,2,3,2,868200.0
2487,4,2.5,Waterfront,2021,1,2,1,4,1119600.0
1372,5,2.0,Downtown,1968,1,1,2,2,554500.0
2890,3,1.0,Suburb,1978,1,1,0,3,536600.0
4469,4,3.0,Suburb,1972,1,2,2,3,879200.0
2433,1,4.0,Suburb,1981,1,1,2,3,550700.0
2317,5,1.5,Waterfront,1959,0,3,3,3,1023300.0
3457,5,2.0,Downtown,1998,1,1,3,4,1081700.0
4448,4,1.5,Downtown,2014,1,2,3,3,1252700.0
4388,1,2.5,Suburb,1978,0,1,1,5,812000.0
2337,1,1.5,Urban,2008,0,2,3,3,557600.0
3937,4,2.0,Suburb,1994,0,2,1,2,738300.0
897,2,2.5,Suburb,2016,0,3,2,2,293100.0
4015,5,2.5,Urban,2000,1,3,1,5,1059300.0
4550,5,2.0,Rural,1960,1,1,2,4,715100.0
3957,3,2.0,Rural,1955,0,2,3,1,550200.0
1143,4,2.5,Downtown,2016,1,1,3,4,569700.0
1410,3,1.0,Downtown,2011,1,2,2,3,559500.0
2527,3,1.0,Suburb,1954,0,1,2,3,422300.0
3090,1,3.0,Urban,1958,1,2,0,2,684800.0
2654,5,1.0,Suburb,1977,1,3,2,4,598000.0
3408,3,2.5,Urban,1987,1,1,2,2,798500.0
2879,1,3.5,Downtown,1992,1,1,0,3,890400.0
3124,4,2.0,Downtown,1970,1,1,0,3,960400.0
1977,3,2.0,Urban,2011,0,2,0,2,524600.0
1891,5,2.5,Suburb,1995,1,1,2,3,525200.0
3591,3,3.0,Suburb,2019,1,3,0,1,727100.0
2549,4,3.5,Suburb,1987,0,2,1,3,625900.0
3475,3,2.5,Suburb,1998,1,2,1,5,741300.0
1581,5,1.0,Downtown,2024,1,2,2,3,644000.0
3848,1,2.5,Suburb,1988,0,1,2,3,715900.0
2905,5,2.0,Rural,2020,1,3,2,3,589600.0
4667,1,2.0,Suburb,1979,0,2,2,3,809500.0
2913,2,1.0,Waterfront,1970,1,3,1,4,1034400.0
4770,5,1.5,Suburb,1950,0,2,1,2,829800.0
2791,5,3.0,Urban,1981,1,2,2,4,798300.0
1867,4,2.0,Suburb,1957,0,1,1,4,445500.0
2377,3,2.0,Rural,2018,0,2,1,4,453900.0
1811,1,2.0,Suburb,1979,0,2,2,2,363600.0
3074,1,3.0,Urban,1957,1,2,1,1,686200.0
2614,4,2.5,Urban,1968,1,2,2,3,701800.0
3226,4,2.0,Downtown,2008,1,1,1,4,1007000.0
3351,3,1.5,Suburb,2004,1,3,2,3,695000.0
4457,3,2.0,Rural,1979,1,3,0,3,651800.0
807,5,3.5,Waterfront,1985,0,1,1,2,639000.0
3355,2,2.5,Suburb,2004,1,3,1,4,691100.0
1275,3,2.0,Urban,1993,0,1,2,4,432900.0
3011,4,2.5,Downtown,1976,1,2,3,2,926000.0
1284,3,2.0,Suburb,2003,1,1,1,1,303500.0
3085,1,3.0,Urban,1997,1,3,2,3,813000.0
4325,2,2.0,Rural,1979,0,1,2,3,602900.0
4139,5,1.5,Suburb,1988,1,1,3,4,822100.0
3622,1,1.5,Rural,1962,0,1,2,4,494100.0
3724,1,2.0,Downtown,1965,0,1,0,3,936700.0
1058,2,3.5,Suburb,1993,0,2,2,2,355200.0
1082,5,2.0,Urban,2020,1,1,2,4,513200.0
2698,4,3.0,Waterfront,1976,1,2,0,5,1188200.0
4935,5,3.0,Urban,1994,0,3,1,5,1244700.0
3776,3,1.5,Urban,1984,0,2,3,4,873600.0
3067,1,1.0,Suburb,1977,1,2,3,3,540900.0
4000,3,1.5,Suburb,1956,1,1,2,4,700000.0
1412,4,2.5,Suburb,2011,0,1,3,4,451900.0
1487,3,1.5,Urban,2000,0,2,2,4,502100.0
4490,5,2.0,Waterfront,1995,1,1,0,3,1651800.0
1412,3,2.0,Waterfront,1969,1,3,1,5,739900.0
3107,4,2.5,Downtown,1987,1,1,0,3,931700.0
3813,4,1.5,Downtown,2010,1,3,0,2,1057500.0
2581,4,2.0,Suburb,1981,0,1,1,2,517400.0
3391,5,2.0,Urban,1975,0,2,2,3,877000.0
3496,4,2.0,Downtown,2007,0,1,2,3,1070000.0
4758,1,3.0,Suburb,1988,0,1,2,2,859300.0
1374,4,1.5,Waterfront,1969,1,2,2,4,705500.0
2710,3,3.0,Suburb,1999,1,1,3,4,645700.0
4404,3,2.5,Urban,2001,1,2,2,4,1080900.0
1469,3,2.5,Urban,1971,0,2,2,3,470500.0
2083,5,2.5,Waterfront,2002,1,1,1,4,1018400.0
1723,3,2.0,Suburb,2015,1,3,1,1,410600.0
1925,5,1.5,Urban,1992,0,1,3,3,582400.0
2329,5,2.5,Urban,1972,1,2,1,3,719300.0
2394,4,2.0,Suburb,2013,0,2,2,4,581200.0
1046,1,2.5,Downtown,1958,0,2,1,3,411200.0
4511,4,2.0,Urban,1956,1,1,2,1,979100.0
2360,4,3.5,Urban,1990,1,1,3,3,672800.0
3200,5,2.5,Suburb,2003,0,2,0,3,679400.0
3043,5,1.0,Suburb,2014,0,1,2,5,657400.0
4664,3,2.0,Urban,1951,1,1,0,5,1025900.0
2739,3,3.0,Suburb,1953,1,2,1,2,577500.0
3869,4,3.0,Suburb,1981,1,2,0,2,732500.0
1026,2,2.0,Waterfront,1951,0,1,2,2,482100.0
4347,2,3.0,Urban,2013,0,1,0,4,1054100.0
1064,3,2.0,Urban,1963,0,1,2,1,294100.0
2195,2,2.0,Suburb,1969,0,1,1,2,401300.0
4357,3,3.0,Suburb,1998,0,1,0,3,837900.0
1445,5,3.0,Suburb,1957,0,1,2,3,402500.0
3790,4,2.5,Suburb,2012,1,3,1,2,784000.0
2699,1,3.0,Urban,1995,0,2,1,3,684300.0
3304,4,1.0,Urban,1970,1,1,1,3,775100.0
3572,3,3.0,Suburb,1981,0,1,2,3,695000.0
1954,3,2.0,Rural,1957,1,2,2,5,381500.0
1387,4,1.5,Suburb,1965,0,1,0,2,280600.0
2621,3,1.5,Suburb,1989,1,2,1,3,549100.0
1785,2,2.0,Rural,1976,0,3,1,5,353100.0
4879,2,2.0,Waterfront,1967,1,2,1,4,1689200.0
4148,3,2.0,Urban,1984,1,1,2,3,989400.0
4631,3,1.5,Urban,2001,1,2,2,4,1059500.0
2041,2,2.0,Suburb,1964,0,3,2,2,431900.0
989,3,2.5,Waterfront,2012,1,2,1,4,672800.0
1780,3,2.0,Urban,2002,1,2,2,5,569900.0
2498,4,2.0,Downtown,2015,0,1,2,3,842400.0
2515,1,2.5,Suburb,1980,1,1,2,3,506900.0
3393,2,3.0,Waterfront,2010,1,2,2,2,1311000.0
4936,4,3.0,Downtown,2013,1,3,2,3,1441200.0
1898,1,2.0,Downtown,1983,1,2,2,3,624100.0
3126,3,2.5,Suburb,2004,1,2,1,4,663300.0
4047,3,1.5,Suburb,2008,1,1,2,1,733100.0
1695,4,1.5,Suburb,1952,1,1,1,3,377600.0
2474,3,2.0,Suburb,1966,1,2,2,3,533800.0
3709,5,3.0,Downtown,1995,1,1,2,3,1150600.0
1730,4,1.5,Rural,1987,1,2,2,3,334700.0
1523,1,1.0,Rural,1984,1,1,1,3,245000.0
3740,4,1.5,Suburb,1950,0,2,0,4,690400.0
1889,2,3.0,Suburb,1978,0,2,0,3,414100.0
1735,4,2.5,Suburb,1953,0,1,2,4,443300.0
3095,3,2.0,Downtown,2010,0,1,2,3,891500.0
955,3,2.5,Urban,1966,0,2,2,5,432000.0
1870,5,2.0,Rural,1977,1,3,0,4,412800.0
2758,5,2.5,Suburb,1999,0,2,3,3,662200.0
3301,5,1.5,Suburb,1957,1,1,3,2,654900.0
4630,1,3.0,Rural,1983,1,1,1,3,670400.0
1654,5,2.0,Urban,2008,0,1,2,5,572600.0
1439,1,2.5,Urban,1967,0,1,2,3,412800.0
3038,5,1.0,Urban,2008,1,2,2,3,808000.0
2402,1,2.0,Urban,1976,1,2,3,2,568800.0
1241,4,2.0,Rural,1965,1,1,0,4,276300.0
2136,4,2.0,Waterfront,1959,1,1,2,3,926600.0
4500,3,1.0,Downtown,2025,1,1,2,3,1216000.0
1748,1,3.0,Waterfront,1971,1,3,2,3,786200.0
4173,2,1.5,Rural,1965,1,2,2,3,628000.0
1259,3,2.5,Waterfront,1961,1,2,3,3,657800.0
1192,4,3.0,Downtown,2024,1,1,2,3,604200.0
4738,1,2.5,Downtown,2000,0,2,2,4,1270100.0
2587,5,2.5,Rural,1950,1,1,1,4,489000.0
3057,2,2.5,Urban,1976,1,1,1,4,780700.0
1938,4,2.0,Waterfront,2016,1,2,1,2,893500.0
4608,3,3.0,Urban,1961,0,2,2,4,1101400.0
3254,1,2.0,Urban,1979,0,1,3,2,734300.0
2266,2,2.5,Waterfront,1958,0,1,1,2,876800.0
4474,1,2.5,Suburb,2002,0,1,0,5,837700.0
2177,5,2.0,Urban,2010,0,1,2,4,668300.0
3397,3,2.0,Suburb,2003,1,2,2,3,681000.0
941,1,2.0,Waterfront,1986,0,3,3,4,489700.0
3459,4,3.0,Rural,2014,0,1,1,5,620000.0
1639,3,3.5,Urban,1991,0,1,0,3,518300.0
4418,4,2.0,Urban,1998,1,1,1,3,1036800.0
4717,1,2.5,Downtown,1953,0,2,0,4,1220900.0
1395,3,3.5,Urban,2013,0,1,1,3,509900.0
2704,4,1.0,Waterfront,2000,1,2,0,2,1032300.0
1080,5,1.5,Waterfront,2021,1,1,1,4,687600.0
1223,5,2.5,Rural,2009,0,2,0,3,336900.0
2550,1,3.0,Suburb,1980,0,2,3,2,495600.0
2767,3,3.0,Rural,2021,0,3,1,3,534900.0
4888,2,2.0,Suburb,2007,1,3,1,3,888900.0
4978,3,1.0,Urban,1953,0,2,2,5,1124500.0
3746,5,2.0,Waterfront,1971,1,3,2,4,1495900.0
2249,4,1.5,Downtown,1952,0,1,2,3,696200.0
3131,2,2.0,Rural,1996,1,1,2,5,501200.0
3020,1,3.0,Rural,1987,0,1,2,5,519600.0
4589,2,1.0,Urban,1982,0,2,2,3,981600.0
3610,1,3.0,Urban,1997,1,3,2,5,925300.0
2331,2,2.0,Suburb,2014,0,1,2,3,488000.0
3790,1,2.5,Downtown,1975,0,2,2,3,1031300.0
1943,1,1.0,Waterfront,1957,1,2,1,3,694800.0
1733,2,2.0,Suburb,1999,1,3,2,4,459400.0
2260,2,1.0,Downtown,1987,0,2,2,3,674000.0
3523,1,4.0,Suburb,1959,1,3,3,4,724300.0
3312,5,3.0,Urban,1991,1,1,0,4,891100.0
1085,2,2.0,Suburb,1986,1,1,1,1,251100.0
1064,3,1.5,Rural,1975,1,2,3,2,252100.0
3167,4,3.5,Waterfront,1961,1,1,1,3,1310200.0
4247,1,2.0,Suburb,1998,0,1,3,2,709900.0
2562,1,1.5,Urban,1963,1,2,3,3,577200.0
3848,4,2.5,Suburb,1995,0,2,2,3,773600.0
3181,5,3.5,Rural,1984,0,2,2,3,550000.0
3069,4,1.0,Rural,1978,1,1,2,3,488400.0
840,2,1.5,Suburb,1961,0,2,2,3,224900.0
867,4,3.5,Urban,1993,1,1,2,4,439600.0
1787,1,1.5,Suburb,2015,1,1,2,5,413900.0
4808,4,1.5,Urban,1951,1,2,3,4,1115500.0
3998,3,2.5,Urban,2008,0,1,2,3,930500.0
3324,2,3.0,Urban,1966,0,1,3,2,769900.0
1885,4,2.0,Suburb,1959,1,2,0,4,447800.0
3279,1,4.0,Waterfront,1967,1,1,0,5,1263400.0
2493,2,2.5,Suburb,1971,0,3,1,3,511800.0
3115,1,1.0,Suburb,2007,0,2,1,3,579500.0
1578,5,4.0,Suburb,2002,1,3,2,2,532800.0
2385,3,2.0,Suburb,1950,0,1,0,4,460200.0
2292,5,2.0,Rural,2010,1,2,3,3,462400.0
1460,3,2.5,Urban,1980,1,1,1,2,435100.0
2148,4,2.0,Suburb,1980,1,2,1,4,539800.0
2099,2,1.0,Suburb,2015,0,1,1,3,377300.0
4740,4,1.0,Downtown,1968,0,1,2,3,1246500.0
2786,3,2.0,Suburb,2002,0,2,0,3,560400.0
2844,3,3.0,Suburb,2025,1,1,0,3,640400.0
4316,3,2.5,Suburb,2023,1,1,2,3,860800.0
1858,1,4.0,Downtown,1971,1,1,0,3,600400.0
1776,2,2.0,Rural,1972,1,2,1,3,339400.0
1527,4,2.0,Suburb,1964,0,1,2,4,353500.0
3327,4,1.5,Urban,1975,1,1,0,4,819800.0
3936,5,1.5,Urban,1952,1,1,1,3,935900.0
1142,3,2.0,Urban,1969,1,2,0,3,411200.0
2247,3,3.0,Downtown,1989,0,2,1,4,785900.0
3179,3,3.5,Rural,1988,1,1,2,2,514800.0
4459,4,4.0,Suburb,2021,1,1,0,2,871900.0
1326,5,1.5,Suburb,1967,1,1,2,3,392900.0
2696,1,3.0,Rural,1990,0,1,3,3,471700.0
2873,2,2.0,Suburb,2019,1,1,0,3,558600.0
1205,1,1.5,Suburb,1976,0,1,3,4,285600.0
2373,4,3.0,Urban,1964,1,2,1,3,707500.0
4540,3,2.5,Urban,1986,1,3,0,5,1118300.0
2646,2,1.5,Suburb,2007,1,1,0,2,485300.0
2278,4,2.0,Urban,1954,1,2,1,4,626500.0
3195,4,2.0,Suburb,2022,1,2,2,2,661100.0
1571,4,2.5,Suburb,1956,0,2,1,3,413300.0
1378,2,2.0,Urban,1990,0,2,2,3,414800.0
3701,2,4.0,Rural,1959,1,1,2,3,574800.0
